cycle no.,Relative error,Adjusting coefficient,Total adjusted PR,8 R. radius [mmHg*s/ml],14 Intercoastals [mmHg*s/ml],19 L. radius [mmHg*s/ml],22 Hepatic [mmHg*s/ml],23 Splenic [mmHg*s/ml],24 Gastric [mmHg*s/ml],26 Sup. mesenteric [mmHg*s/ml],28 R. renal [mmHg*s/ml],30 L. renal [mmHg*s/ml],32 Inf. mesenteric [mmHg*s/ml],36 R. int. iliac [mmHg*s/ml],37 R. deep femoral [mmHg*s/ml],41 R. post. tibial [mmHg*s/ml],42 R. ant. tibial [mmHg*s/ml],43 R. interosseous [mmHg*s/ml],44 R. ulnar II [mmHg*s/ml],45 L. ulnar II [mmHg*s/ml],46 L. interosseous [mmHg*s/ml],51 L. int. iliac [mmHg*s/ml],52 L. deep femoral [mmHg*s/ml],54 L. post. tibial [mmHg*s/ml],55 L. ant. tibial [mmHg*s/ml],74 L. sup. thy. asc. ph. lyng. fac. occ. [mmHg*s/ml],75 R. sup. thy. asc. ph. lyng. fac. occ. [mmHg*s/ml],78 L. maxillary [mmHg*s/ml],79 R. maxillary [mmHg*s/ml],80 L. superf. temp. fron. bran. [mmHg*s/ml],81 R. superf. temp. fron. bran. [mmHg*s/ml],82 L. superf. temp. pari. bran. [mmHg*s/ml],83 R. superf. temp. pari. bran. [mmHg*s/ml]
38,0.006763860806888863,1.0060874747262,2.676614935604413,87.12071088256691,21.5448788160458,87.12071088256691,54.29983233540212,36.52559610892458,84.46292155220519,14.299966050641201,17.83196800009513,17.83196800009513,102.95508195242607,84.78145610017616,51.876302763293715,51.23786602638953,113.7998409798225,1240.422262363148,83.83427230349135,83.83427230349135,1240.422262363148,84.78145610017616,51.876302763293715,51.23786602638953,113.7998409798225,458.921690505174,458.921690505174,382.4347420617135,382.4347420617135,382.4347420617135,382.4347420617135,382.4347420617135,382.4347420617135
40,0.0052057885340004795,1.0046852096806005,2.6891554378119467,87.52888968057471,21.645821090842098,87.52888968057471,54.554238435514925,36.69672618540382,84.85864804991337,14.366964390013923,17.915514509193333,17.915514509193333,103.43744809905658,85.1786749990321,52.11935411919406,51.47792617230968,114.33301709643196,1246.2339007548042,84.22705344765376,84.22705344765376,1246.2339007548042,85.1786749990321,52.11935411919406,51.47792617230968,114.33301709643196,461.0718348521664,461.0718348521664,384.22652901741895,384.22652901741895,384.22652901741895,384.22652901741895,384.22652901741895,384.22652901741895
42,0.0031421948265556174,1.0028279753439,2.6967603030859935,87.77641922247032,21.707034939185473,87.77641922247032,54.70851647671581,36.80050362225799,85.09862621431523,14.407593811075571,17.966179142498614,17.966179142498614,103.72996665191665,85.41955819175544,52.26674636758313,51.623504478280076,114.65634804977437,1249.758219498871,84.46524547809308,84.46524547809308,1249.758219498871,85.41955819175544,52.26674636758313,51.623504478280076,114.65634804977437,462.37573463289505,462.37573463289505,385.3131121679525,385.3131121679525,385.3131121679525,385.3131121679525,385.3131121679525,385.3131121679525
44,0.0011821567126843388,1.001063941041416,2.699629497051308,87.86980815734964,21.73012994454472,87.86980815734964,54.766723112710366,36.839657188406484,85.18916613531275,14.422922641439225,17.98529409784575,17.98529409784575,103.84032922066233,85.51043956545527,52.322355104144876,51.67842884339623,114.77833564412339,1251.0878885604427,84.5551115193305,84.5551115193305,1251.0878885604427,85.51043956545527,52.322355104144876,51.67842884339623,114.77833564412339,462.8676751535258,462.8676751535258,385.7230626017837,385.7230626017837,385.7230626017837,385.7230626017837,385.7230626017837,385.7230626017837
46,0.0003112689783634922,0.9997198579194728,2.6988732172273515,87.84519212647692,21.72404242073193,87.84519212647692,54.75138064895392,36.829336850195816,85.16530106507321,14.418882173883171,17.980255660138287,17.980255660138287,103.81123917479182,85.48648449300862,52.30769741072792,51.66395154082167,114.7461814023766,1250.737406196419,84.53142407447027,84.53142407447027,1250.737406196419,85.48648449300862,52.30769741072792,51.66395154082167,114.7461814023766,462.73800643999954,462.73800643999954,385.61500534051913,385.61500534051913,385.61500534051913,385.61500534051913,385.61500534051913,385.61500534051913
48,0.0012029783380079994,0.9989173194957928,2.6959511998117325,87.75008384957324,21.700522223530434,87.75008384957324,54.69210239654687,36.78946244520523,85.07309425397511,14.403271131261047,17.960788787874392,17.960788787874392,103.69884477001969,85.39392994287482,52.251064886521355,51.60801598771812,114.62194794884003,1249.3832571908474,84.43990354963196,84.43990354963196,1249.3832571908474,85.39392994287482,52.251064886521355,51.60801598771812,114.62194794884003,462.23700902187124,462.23700902187124,385.1975074921072,385.1975074921072,385.1975074921072,385.1975074921072,385.1975074921072,385.1975074921072
50,0.0015301570387168124,0.9986228586651549,2.6922384939777464,87.62923958196787,21.670637537388686,87.62923958196787,54.616783641647004,36.738798155785204,84.9559365793948,14.383435791229205,17.936054243228188,17.936054243228188,103.55603680451121,85.27633043220561,52.17910778527645,51.53694445569209,114.46409732643922,1247.6626798643065,84.32361786814343,84.32361786814343,1247.6626798643065,85.27633043220561,52.17910778527645,51.53694445569209,114.46409732643922,461.60044333025206,461.60044333025206,384.6670360824605,384.6670360824605,384.6670360824605,384.6670360824605,384.6670360824605,384.6670360824605
52,0.0014324146780257039,0.9987108267897769,2.6887677322357786,87.51627031386657,21.64270033202703,87.51627031386657,54.54637314734764,36.69143548142697,84.84641366190723,14.364893051136187,17.912931562600708,17.912931562600708,103.42253513610595,85.16639447154628,52.11183987738632,51.47050440756305,114.3165332786336,1246.0542265620302,84.21491011899873,84.21491011899873,1246.0542265620302,85.16639447154628,52.11183987738632,51.47050440756305,114.3165332786336,461.00536040488356,461.00536040488356,384.1711336446871,384.1711336446871,384.1711336446871,384.1711336446871,384.1711336446871,384.1711336446871
54,0.0010860723081169681,0.9990225349226948,2.686139555676533,87.43072621593876,21.62154534827389,87.43072621593876,54.49305597250244,36.65557088460768,84.76347925561811,14.350851869839476,17.895422297566107,17.895422297566107,103.32144321980402,85.08314729519034,52.060902373792054,51.420193786993366,114.20479285959513,1244.836252071137,84.132592985369,84.132592985369,1244.836252071137,85.08314729519034,52.060902373792054,51.420193786993366,114.20479285959513,460.55474376463724,460.55474376463724,383.7956197778406,383.7956197778406,383.7956197778406,383.7956197778406,383.7956197778406,383.7956197778406
56,0.0006543279999565935,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
58,0.00025804712222573373,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
60,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
62,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
64,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
66,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
68,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
70,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
72,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
74,0.0,0.999411104800039,2.6845577009857697,87.3792386809411,21.608812524002555,87.3792386809411,54.46096527340903,36.63398459486191,84.71356244955248,14.342400722057977,17.884883769273795,17.884883769273795,103.26059771783885,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,1244.1031739775551,84.08304770519965,84.08304770519965,1244.1031739775551,85.03304223815064,52.03024395827849,51.38991268169114,114.13753820526759,460.283525286715,460.283525286715,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874,383.5696043795874
