cycle no.,t_total [s],t_1d_lw [s],t_stn [s],t_0d [s],t_1d_bif [s],t_reg [s],t_out [s]
17,876.4465691521764,279.37101854383945,90.08418275788426,314.3330198787153,50.536776043474674,136.88916473835707,5.2324071899056435
18,925.4413782060146,295.6600026115775,96.94883153960109,329.32250967621803,53.32682279497385,144.63790506869555,5.5453065149486065
19,975.0736536495388,312.02046600729227,103.99396543577313,344.33605367317796,56.14096914231777,152.73244434967637,5.8497550413012505
20,1024.5762732215226,328.3348721303046,111.11619052663445,359.31505037099123,58.94852031767368,160.69826930388808,6.163370572030544
21,1073.7303694933653,344.615639526397,118.32873507961631,374.16322888061404,61.73618333414197,168.4200177974999,6.466564875096083
22,1123.1731960512698,360.91563937440515,125.58293818682432,389.0477776899934,64.53735033422709,176.31103986501694,6.778450600802898
23,1172.7075667865574,377.22409876063466,132.87147990241647,403.9121591039002,67.34527479857206,184.2700171172619,7.084537103772163
24,1222.092774193734,393.529511783272,140.17615205049515,418.73963832855225,70.14199866354465,192.10897271335125,7.396500654518604
25,1271.5750139802694,409.83868841826916,147.4606432132423,433.5736529417336,72.94949190318584,200.05043382570148,7.702103678137064
26,1320.9334502890706,426.1419178619981,154.73625164106488,448.3786457069218,75.75622479245067,207.90534137189388,8.015068914741278
27,1369.9951087236404,442.41340740025043,161.94766491279006,463.13622449710965,78.54155991598964,215.6395453028381,8.316706694662571
28,1419.1997096166015,458.70953660830855,169.14223801344633,477.9138615578413,81.33702819049358,223.46737717837095,8.629668068140745
29,1468.1673423983157,474.9831204675138,176.28268964216113,492.67388815805316,84.12554860115051,231.1676816754043,8.934413854032755
30,1517.2336845844984,491.2661375105381,183.39153204113245,507.4551139175892,86.92204328998923,238.9514112919569,9.247446533292532
31,1566.8199779503047,507.59466668590903,190.47489209473133,522.3378235772252,89.74562873318791,247.11219599097967,9.55477086827159
32,1615.791363671422,523.8851597346365,197.50668773427606,537.1501456648111,92.5385405793786,254.84375834092498,9.867071617394686
33,1664.9461271874607,540.1936540976167,204.507477466017,552.0146857239306,95.34339853003621,262.71278830990195,10.17412305995822
34,1714.2689534164965,556.5064586959779,211.49090271815658,566.8968514241278,98.1537955366075,270.7183681540191,10.502576887607574
35,1763.285652603954,572.7972369343042,218.4506122879684,581.766431402415,100.94645191729069,278.51860500872135,10.806315053254366
36,1812.3263907246292,589.0993032380939,225.4007699303329,596.641963083297,103.73808776214719,286.3282594718039,11.118007238954306
37,1861.4445552788675,605.3971763774753,232.35774432495236,611.5451104305685,106.53727112710476,294.1828842572868,11.424368761479855
38,1910.6359874941409,621.7202777341008,239.31610769033432,626.4541527591646,109.33926206827164,302.06692960858345,11.739257633686066
39,1959.7253550812602,638.0127038545907,246.27541020140052,641.2970418147743,112.14202884212136,309.95212494954467,12.046045418828726
40,2008.948658876121,654.3174565881491,253.24427511915565,656.1659670844674,114.9491963237524,317.9119237922132,12.359839968383312
41,2057.809933438897,670.559642136097,260.1984168961644,670.9509378522635,117.73881212621927,325.6931614354253,12.668962992727757
42,2106.6571518704295,686.7953118346632,267.15921940654516,685.7244480997324,120.52417938411236,333.46747038140893,12.986522763967514
43,2155.738052614033,703.0750213190913,274.14197966456413,700.5453163869679,123.32167240977287,341.3605268150568,13.293536018580198
44,2204.7766541540623,719.3417478129268,281.1157380864024,715.3361591883004,126.11180243641138,349.2632451467216,13.607961483299732
45,2253.616350091994,735.580964051187,288.102013181895,730.112435914576,128.89945184066892,357.00479251891375,13.916692584753036
46,2302.901382867247,751.8538501001894,295.1082976423204,744.9342927634716,131.70691898092628,365.0592480376363,14.238775342702866
47,2351.9389102756977,768.1238029822707,302.11434656381607,759.7243794500828,134.504284478724,372.92252143099904,14.549575369805098
48,2400.9521657526493,784.3874720074236,309.1265897080302,774.5135253593326,137.2988528870046,380.7561982944608,14.869527496397495
49,2450.028393853456,800.6735822409391,316.14880675822496,789.2983179800212,140.09428768604994,388.6344934478402,15.178905740380287
50,2499.362629134208,816.9957126863301,323.1742314659059,804.0999969057739,142.90036395192146,396.69576859101653,15.496555533260107
51,2548.2343111522496,833.2774384170771,330.19638028740883,818.8682796247303,145.682190425694,404.4067246802151,15.803297717124224
52,2597.1531766839325,849.5489167682827,337.21544417366385,833.6404859237373,148.46733729168773,412.1617337949574,16.119258731603622
53,2646.2611382082105,865.8343834355474,344.2371981963515,848.4545955881476,151.27017410472035,420.0303938165307,16.43439306691289
54,2695.0577593781054,882.0798513367772,351.2507976219058,863.2065008841455,154.0520796775818,427.7147894501686,16.753740407526493
55,2744.168490663171,898.3615009710193,358.26694310456514,877.9977858476341,156.85024129971862,435.6215785741806,17.070440866053104
56,2793.089811205864,914.6307807415724,365.2748824581504,892.7795712016523,159.63978031277657,443.37250163033605,17.392294861376286
57,2842.0614499524236,930.8941426277161,372.2830434925854,907.5814703032374,162.43311705440283,451.16171894595027,17.70795752853155
58,2891.010643027723,947.1508491374552,379.2910120971501,922.3712722510099,165.21884974092245,458.8813123367727,18.09734746441245
59,2934.2528963014483,963.507951695472,379.30202370509505,938.185837302357,168.02747213840485,466.817244078964,18.41236738115549
60,2976.000786397606,979.7828718908131,379.3128234818578,952.9047840163112,170.80824469774961,474.4594387039542,18.732623606920242
61,3017.839086957276,996.033160187304,379.3238318488002,967.607080295682,173.59199161082506,482.23705327510834,19.045969739556313
62,3059.851654820144,1012.3158842884004,379.33500361442566,982.3494498990476,176.391413487494,490.09029053896666,19.369612991809845
63,3101.459568962455,1028.5656569562852,379.34579299017787,997.0265912227333,179.16314120963216,497.67074873298407,19.687637850642204
64,3143.1993575692177,1044.8069339469075,379.35655663535,1011.7097899653018,181.94366254284978,505.3728459738195,20.009568504989147
65,3184.9960311576724,1061.0793348699808,379.3674758411944,1026.4107539020479,184.7283548079431,513.0865898653865,20.323521871119738
66,3226.586980417371,1077.3053757362068,379.378274846822,1041.067482881248,187.49953408539295,520.6931393519044,20.64317351579666
67,3268.19930248335,1093.5187990516424,379.3891117833555,1055.7190643884242,190.27051789686084,528.3446947485209,20.9571146145463
68,3309.9674588665366,1109.7580843009055,379.4000006839633,1070.39664965868,193.05098125711083,536.050216589123,21.311526376754045
69,3351.760508891195,1126.0138074569404,379.4109523817897,1085.097920037806,195.83327939361334,543.7794522345066,21.625097386538982
70,3393.6490482352674,1142.278450410813,379.42198999226093,1099.8097344115376,198.6208382025361,551.5702925361693,21.94774268195033
71,3435.653399683535,1158.542624142021,379.43320577964187,1114.5297053083777,201.4171334952116,559.4666962809861,22.264034677296877
72,3477.116192970425,1174.7144190445542,379.4438672326505,1129.1487696506083,204.18567810580134,567.0370797403157,22.586379196494818
73,3518.747323051095,1190.9060589335859,379.45487029850483,1143.7868188880384,206.9606591053307,574.737862713635,22.901053112000227
74,3560.495720732957,1207.10257005319,379.4659970961511,1158.441024184227,209.74098765477538,582.457537766546,23.287603978067636
