cycle no,q[0],v[0],q[1],v[1],q[2],v[2],q[3],v[3],q[4],v[4],q[5],v[5],q[6],v[6],q[7],v[7],q[8],v[8],q[9],v[9],q[10],v[10],q[11],v[11],q[12],v[12],q[13],v[13],q[14],v[14],q[15],v[15],q[16],v[16],q[17],v[17],q[18],v[18],q[19],v[19],Qtree0d[58],Vtree0d[58],Qtree0d[61],Vtree0d[61],Qtree0d[63],Vtree0d[63],Qtree0d[65],Vtree0d[65],Qtree0d[67],Vtree0d[67],Qtree0d[70],Vtree0d[70],Qtree0d[74],Vtree0d[74],Qtree0d[75],Vtree0d[75],Qtree0d[78],Vtree0d[78],Qtree0d[79],Vtree0d[79],Qtree0d[80],Vtree0d[80],Qtree0d[81],Vtree0d[81],Qtree0d[82],Vtree0d[82],Qtree0d[83],Vtree0d[83],Qtree0d[14],Vtree0d[14],Qtree0d[26],Vtree0d[26],Qtree0d[28],Vtree0d[28],Qtree0d[30],Vtree0d[30],Qtree0d[32],Vtree0d[32],Qtree0d[8],Vtree0d[8],Qtree0d[19],Vtree0d[19],Qtree0d[22],Vtree0d[22],Qtree0d[43],Vtree0d[43],Qtree0d[44],Vtree0d[44],Qtree0d[45],Vtree0d[45],Qtree0d[46],Vtree0d[46],Qtree0d[23],Vtree0d[23],Qtree0d[24],Vtree0d[24],Qtree0d[36],Vtree0d[36],Qtree0d[51],Vtree0d[51],Qtree0d[37],Vtree0d[37],Qtree0d[52],Vtree0d[52],Qtree0d[41],Vtree0d[41],Qtree0d[42],Vtree0d[42],Qtree0d[54],Vtree0d[54],Qtree0d[55],Vtree0d[55]
1,28.400930731231558,43.33075318720464,79.49539149017582,68.95012173540407,81.27506810288135,73.29180716675098,86.76465654319527,144.11490582442536,111.1180738879323,186.40401170680408,105.08227831775953,104.84353242066737,77.00184502676096,98.45034228265142,13.739095320440686,4.609886691919051,3.1343611008053127,7.18478252416053,8.943655712070665,4.6261934739971835,29.891950467800378,14.237053215736424,31.931350533424318,4.117883257198143,-19.751122305772064,1.2606907863236825,-10.035318126650605,10.083484950979097,7.996271608395415,11.354380005807728,67.289936980092,30.884127413793973,78.20042613731029,11.629475650971258,0.0,5.330780416706877,0.11256479922188183,2.6066625408257527,0.20969938208655353,2.60194026310414,2.283920819324454,3.1275450007544916,4.616648386163831,6.339007772211437,2.2457125193030545,3.1015149241001807,2.2311046326338215,3.0878476873992433,4.462810191956823,6.19506070837098,2.1987150113971783,3.0478266243043084,0.33776143357369465,0.4876741810046974,0.3372681564974352,0.48721292577951425,0.40429093888733286,0.5842652794221803,0.4037049264021422,0.5837172897520292,0.4436763684631641,0.6211025878644112,0.44281988147437396,0.620301721504813,0.44318611301539607,0.6206440849471067,0.4423326135440465,0.6198460114483367,9.33364827746374,12.376658523223247,13.994310309931121,18.767663509885445,11.445528375782837,14.768519565979808,11.444216486639137,14.767373019013007,1.905700432238925,2.6906322290843563,2.4786111884798108,2.464388377412223,2.4793978260211085,2.4648663866321483,3.622415492164057,5.0687648374039505,0.1478846363444125,0.20954893931825927,2.4122887185620283,2.750726036031613,2.413223924597149,2.7514207785556284,0.14797381029003526,0.2096390521606721,5.485173986041973,7.2497459511574,2.342185165618749,3.1912504733131746,2.3683496566423097,2.9944662546744016,2.3683496566423097,2.9944662546744016,3.823962875411385,4.632820116845096,3.823962875411385,4.632820116845096,3.530777018305893,4.609646944106762,1.516733149624055,2.0178809062901606,3.530777018305893,4.609646944106762,1.516733149624055,2.0178809062901606
2,42.85070448339672,48.99578286201657,40.78538874775229,54.40997750704642,43.50009156019072,68.42330524784222,51.60294892063955,132.23959979147713,77.06894276109205,162.7807352190265,85.43973900456834,95.91860542991482,101.50584225924746,98.9831296872672,19.303451951872198,4.603029060439544,20.261009071219043,7.24101255251775,22.300391168973963,5.576622688059795,27.3289622285524,22.858312294322353,27.50670510106434,4.272454918835832,29.62806597535642,1.1200953531190398,30.947245736097877,10.88291665371252,35.74839310437008,16.503819165756287,75.62862737167771,79.70881007150274,76.72949053932454,14.169357330088403,0.0,5.375216447924634,0.1291828753989146,2.4999212751162125,0.25293388832239294,2.494061790682,2.1490200265296022,2.88902244188771,4.316894008336076,5.828157458098191,2.0783735653331985,2.831603995689483,2.052457704720652,2.807374654605125,4.076019933354583,5.602947290285029,2.015692111621049,2.764373924336189,0.26745305975371836,0.4026668368955385,0.26665573444911156,0.40192146041284327,0.3191392835603105,0.481511938882717,0.31818908608766316,0.48062364333926444,0.3947133913372814,0.5521658955722194,0.3934119771279179,0.5509492939370961,0.39385916804587634,0.5513673113716633,0.39256112057776665,0.5501538566945313,8.910587214172663,12.00871302700002,13.448865754507528,18.283474327668863,10.755939214395568,14.185134731319156,10.754505734885013,14.183881203875123,1.864664529640883,2.654732830081625,1.7987072637688681,1.9430997808489214,1.8000289736941038,1.9439016704717937,3.5400153244910166,4.996132015156665,0.14663645787450955,0.20155850701328135,2.0735089540198284,2.3904591002627478,2.074989430385109,2.391557601500039,0.14674979106258232,0.2016730267742997,5.176031615201772,6.984226808889659,2.237765863434942,3.0996258912829298,2.223039309918849,2.876204925581077,2.223039309918849,2.876204925581077,3.397548988182463,4.304981744810523,3.397548988182463,4.304981744810523,3.1163156152020464,4.266924653473539,1.2886919251858773,1.8282107195817516,3.1163156152020464,4.266924653473539,1.2886919251858773,1.8282107195817516
3,51.677485479914445,54.42029827749344,44.70384521870894,56.451391080840644,46.26224451093479,67.00845069408054,51.06748742763064,126.84748615771836,70.75406069774405,140.7925758332902,77.22894318716094,86.5110159990931,88.55049961310068,90.57456031989933,18.10358303234167,4.5668553076702585,18.664386573259243,7.826734166634014,19.928241111620526,7.065703687105504,22.320884951512884,26.896550243537593,21.97763560466757,4.022127135367854,36.766131859088325,0.9248344661808932,37.557303593117076,11.774033523075872,40.834843840271546,21.144458207873644,68.4718879924769,114.08099189792199,68.19718122332881,14.269221689110887,0.0,4.8851195435146755,0.10270638439826023,2.3905353881512945,0.20083210204269816,2.3851589561940347,1.4795093491384723,2.836019826185805,3.748520030118841,5.6724398230345185,1.4063277605375193,2.78676812343797,1.2163146948368646,2.7696720017175545,2.9547857386451675,5.544035225633769,1.3663372491626211,2.7347928654077274,0.24008636927614246,0.3821799124181602,0.239435393470982,0.38148546668696687,0.28639728017461213,0.45679465394593555,0.2856195409184296,0.4559649841928077,0.3598501657940877,0.5351548685893799,0.3588435925793767,0.53408108886286,0.35906186863779926,0.5343139126957922,0.3580572818328787,0.5332422520315627,7.8572207198279935,11.725704784176877,11.859456660856834,17.82345936547371,9.47921578950858,13.899682712183317,9.47808089567698,13.898537873456156,1.6436341016441158,2.570075019572914,1.5808911240600225,1.8837062689388286,1.581813793485286,1.8843947992882524,3.1203291539628735,4.840223118473895,0.13282247091790245,0.19486969977682056,1.859551249987117,2.3335236925426717,1.8605675610136776,2.3344142539343498,0.13289496763847058,0.19495200239905908,4.569088874914737,6.8353842735688755,1.9761985167795497,3.0245528623509355,1.9619126880946864,2.817753465020874,1.9619126880946864,2.817753465020874,3.0025465975512127,4.240496896560861,3.0025465975512127,4.240496896560861,2.7788796431861695,4.194052664504423,1.1527713244169624,1.7958508898999381,2.7788796431861695,4.194052664504423,1.1527713244169624,1.7958508898999381
4,56.3225868213944,57.86097884361902,51.286871425713784,59.59940407621443,52.1772374748692,66.55575911770906,54.98049666068952,124.1818256568061,68.4044882740997,124.84488679006428,72.52204088195643,80.29102322460831,79.74845407425612,84.80090021481419,17.050090625532192,4.5263304488377125,17.513458089642484,8.232076864306695,18.589388298389018,8.090984329455448,21.188684767546462,29.541178493722587,21.280086198024264,4.088388668196887,41.69017727499589,0.9056861235696396,42.35201190353523,12.384410887185703,45.14696620511589,24.262445930080666,65.20552441923665,137.7522597713463,65.46557724122131,14.563428635002312,0.0,4.749298026721228,0.07002639961165345,2.311280611665801,0.13669674453154365,2.3070546948795037,1.4505646850870377,2.780168335561733,3.625152573532349,5.504213876588116,1.3838331038397824,2.7392085049085417,1.2061753773233053,2.7381318665355465,2.910408382579921,5.453480409001816,1.3496385143053085,2.6956708049632647,0.23037523111893324,0.369213247853499,0.22977381249400733,0.3685716464028051,0.2747881362533954,0.4412822429499184,0.27406945928116305,0.44051555023191824,0.3469405247749418,0.5182555747724931,0.3460220733312097,0.5172757581664219,0.3461813422377566,0.5174456678610095,0.34526466455426463,0.5164677435830684,7.5557851237299865,11.313900076376893,11.392963587830902,17.184562313641102,9.139356074191328,13.437397751569492,9.138327442744284,13.436360231974298,1.5731282238407125,2.470649628804029,1.5395325712720078,1.8383394445824677,1.5404130357231156,1.8389966252844479,2.9873623561290907,4.654136963728846,0.1271850848480957,0.18755763717255894,1.8015462914309233,2.268189192640874,1.8024963457316283,2.2690218633707895,0.12725207374431854,0.18763368884912537,4.401582966236033,6.603884426750877,1.8998496485368712,2.9176214096486652,1.8911528105811075,2.723526751643894,1.8911528105811075,2.723526751643894,2.912297842856196,4.116569557092085,2.912297842856196,4.116569557092085,2.6946809036586314,4.070839406256651,1.1207480748114236,1.7460012449686302,2.6946809036586314,4.070839406256651,1.1207480748114236,1.7460012449686302
5,58.71712488931617,60.22549088172651,55.84513526693319,61.76846614074481,56.3999759101664,66.34154122917961,58.16451998717353,122.64524140267936,67.2403524168538,114.06058520482648,69.82945295932105,76.38181063510034,74.56189439371438,80.81015594889939,17.092642263076502,4.497039176785128,17.326022086997533,8.516107005940485,17.867899405828812,8.820372912879884,19.18589791008005,31.632956849489815,19.085091857960865,4.018016330046692,42.93035378840474,0.8296650348338745,43.264916381884376,12.810287580530115,44.77403150027007,26.528164014214227,56.59153308864316,153.92278228228884,55.72186113290938,13.861167898529317,0.0,4.136503704282753,0.047565950566832896,2.2577819873414193,0.0926674640439845,2.254494606330286,1.386092075337405,2.680602605916853,3.5534678701178857,5.288990314642536,1.303255552861642,2.64139313680199,1.1196826098176453,2.642627190445582,2.707868536047312,5.269500826292435,1.2531958536694734,2.6049256300671675,0.19563674474546824,0.36638101735319006,0.19513614382640798,0.36573285487484924,0.23341440517549983,0.4379085251436556,0.23281635203126147,0.4371341859269599,0.29178181982926055,0.5134774697893473,0.29101911216148824,0.5124899362835741,0.29117438699021275,0.5126910206743918,0.2904131795410943,0.5117054296948738,6.381809178628786,11.093416951342212,9.635150104491263,16.829265566691905,7.694640606037995,13.211870852095483,7.693820868474756,13.210854612667248,1.3373273275601663,2.40774493772222,1.2517513294439788,1.867942879809407,1.2524348484011607,1.8686181729240139,2.538192888797018,4.538113837035919,0.10669032266354468,0.18365172929854598,1.4802356308239855,2.2726721839010677,1.4809995464717716,2.273519304537879,0.10674779362909373,0.18372935879358862,3.715439288053872,6.485416412286606,1.6080055737514571,2.8586020034078885,1.5955091550083043,2.6776464920324177,1.5955091550083043,2.6776464920324177,2.4549947450998504,4.068444836434556,2.4549947450998504,4.068444836434556,2.2947203551717443,4.009753550730352,0.9601618139026717,1.7207633969079306,2.2947203551717443,4.009753550730352,0.9601618139026717,1.7207633969079306
6,60.57847092283671,61.60908141877336,58.519557960140155,63.06370848693538,58.88619493675773,66.18065779927471,60.05134294427297,121.60604243500724,66.11590477277028,106.7607030713365,67.78772314242696,73.89490642990708,70.7907012691497,78.46394995432287,17.00651210686961,4.480259068808921,17.2018490800249,8.682485169431429,17.65667836712889,9.240197398529869,18.788945409339323,32.84960591889686,18.835076604953183,4.0580818743478995,44.589465829143855,0.8236172440314126,44.86966109603533,13.064691053574435,46.06284051673882,27.860022916255396,54.48657628765294,163.82045768408702,54.630585518552934,13.87436363906675,0.0,4.078255562328993,0.03139685869976155,2.221923740353374,0.06117260324935943,2.219401605389816,1.3536168195067584,2.6283384014087288,3.4649960153324253,5.18064009665505,1.2712618595603895,2.587946854377347,1.0915634062576012,2.5880419367195597,2.6453754355657764,5.169004960811147,1.2240850342485525,2.5548575588148577,0.19646870371593056,0.36664361083879177,0.19595605308656608,0.3659798366003275,0.23446284464839715,0.438289563861043,0.23385005930554012,0.43749613617407423,0.2910790216665713,0.511594606267383,0.29030752680940575,0.5105956855773055,0.2904969396540862,0.5108409430541848,0.2897268641666903,0.5098438601294639,6.295941991413037,10.943616330790402,9.496841588826918,16.591312271458506,7.60755948227648,13.054076003465505,7.6067741245830245,13.053102464178723,1.3147323027597546,2.36887107969125,1.2832115987123733,1.8946156789539854,1.2839320283829663,1.895327499009485,2.4957887034577784,4.465586979257837,0.10513491613928849,0.1812653572041558,1.4880848860255598,2.276982953221746,1.488865255360325,2.2778483565180174,0.10519023064271724,0.18134007280975672,3.670900091026333,6.404541687669515,1.5860369859741683,2.819392281119351,1.577446506394495,2.6454402319237897,1.577446506394495,2.6454402319237897,2.441797497656378,4.036105264878457,2.441797497656378,4.036105264878457,2.2803623441954626,3.9752578297451198,0.9562718189201134,1.7082613287834687,2.2803623441954626,3.9752578297451198,0.9562718189201134,1.7082613287834687
7,61.160322857005546,62.430120083600386,60.397403323760955,63.82386438493335,60.63539740154423,66.08987897015963,61.39615566228606,120.95132698919836,65.50014078104614,101.87650523937897,66.55487899163761,72.29155741854159,68.4998687454953,76.87086500278797,17.31133211521698,4.476936799902775,17.34315969049978,8.777564221186848,17.41195544653182,9.49250625134941,17.637247758337505,33.61620078803185,17.54707411041307,3.98696331090463,44.1298415989062,0.7774975739930634,44.17333561072442,13.204191457354234,44.41064175751145,28.650625510002964,47.54994334145108,169.8317628694601,46.581703451882454,13.070137911965709,0.0,3.5563519034091957,0.021419984386357907,2.197933214348499,0.04163658428278345,2.195912111326687,1.359859589834823,2.5891822158883717,3.5110514873465655,5.09756050472184,1.276749024895168,2.5464276772597714,1.0949675419311107,2.5453373011845053,2.650255426258613,5.087463168392568,1.2261600718959524,2.5148257888816405,0.16625475237022228,0.37447386794036236,0.16581485535092416,0.3737634185197739,0.1984714645873911,0.44769728408760184,0.19794564034690013,0.44684806017201,0.24372901162963312,0.5207868238048485,0.24307107329975938,0.5197242282137184,0.24326829776034314,0.5200427859704413,0.2426115518024159,0.5189821161602407,5.317890483969714,11.018389744708703,8.032349174195446,16.686078005575755,6.40400491239071,13.175278865244659,6.403387226736466,13.174312632808485,1.1181229590030166,2.371603103973234,1.0401130989411547,1.97219344736774,1.040699063104955,1.972971240731271,2.121315404309429,4.473020141939818,0.08789371898396843,0.1823821386317364,1.2173829502989688,2.3391230837939196,1.2180361122156196,2.340060718667077,0.08794297722265232,0.18246358534282953,3.0985350591858354,6.458024804831208,1.342566760450929,2.8370172763233152,1.3307490426397006,2.670373957665479,1.3307490426397006,2.670373957665479,2.057770419591635,4.094762246233969,2.057770419591635,4.094762246233969,1.9417144832132973,4.022868712710503,0.8188898236380378,1.7300600827990256,1.9417144832132973,4.022868712710503,0.8188898236380378,1.7300600827990256
8,61.73539190773127,62.65938483299124,61.22573512688191,64.07308160285446,61.393224307165845,65.9866648635502,61.921271908051,120.43114115647595,64.60321554924901,98.56261943812078,65.26891183933478,71.27431190763184,66.41323708115264,76.21931412803056,17.38422405582266,4.484792277081252,17.42395265705748,8.797699554620026,17.508277994674728,9.542687717900698,17.730409890061146,33.799628069097736,17.764269281563706,4.008294768064222,44.606158439473035,0.7858731042105688,44.66144567935696,13.237951794156094,44.85816556819125,28.844868303980398,46.752377176509334,172.10696298626803,46.86662934736179,13.010599058052653,0.0,3.572855160877307,0.013465658725623815,2.1820347400548807,0.02621076631420575,2.1804418955222964,1.3619463027940015,2.5987867423953146,3.5188972129478717,5.119491081859252,1.2768147080625325,2.5531625792642894,1.0936521583950796,2.5496595414426975,2.650260219425428,5.10085371473086,1.225840839515084,2.5209046529627073,0.1722528795199671,0.3853132780615038,0.17178656975985201,0.38456015882423006,0.20570256281897784,0.4607596083884157,0.20514475793213352,0.4598587181598359,0.25040096433255804,0.5329494794348948,0.24971440291513164,0.5318406429655692,0.24995267202072163,0.5322254686663237,0.2492672342533356,0.5311184469242787,5.3926909536429335,11.150563866030826,8.13753653091432,16.874674804394544,6.508172652887572,13.354824194009096,6.50757286681131,13.353886035958007,1.1297236714860142,2.3933470482760515,1.0965178401663305,2.0536430861254984,1.0971527842149962,2.054485975302381,2.1437314945510133,4.514761801000498,0.08907812730235214,0.1847426516141899,1.2588702790104085,2.4052701036547086,1.2595569634520563,2.4062559141897326,0.08912672396444273,0.18482300360088452,3.147219913040955,6.543103778500551,1.3613328051358997,2.870683339707356,1.352589126639949,2.7068109025124243,1.352589126639949,2.7068109025124243,2.1051702565982784,4.169787638258549,2.1051702565982784,4.169787638258549,1.9864333791235065,4.096194107968549,0.8401153958271876,1.7647471604980332,1.9864333791235065,4.096194107968549,0.8401153958271876,1.7647471604980332
9,61.47193145179227,62.64632061342121,61.7826333661044,64.06738031833316,61.89321263791032,65.91830868909338,62.242540804866444,120.08462161698655,64.02762198102343,96.3917414214961,64.41755642642327,70.63236738529997,65.10196095148771,75.83862602858062,17.567084799359083,4.500942934264835,17.490957813293722,8.785332626007104,17.301298312812964,9.521340569453164,16.815174288028544,33.73988419894155,16.69080903095912,3.9073060027058846,43.65629076046865,0.7452892505314302,43.54377947052003,13.21631581025688,43.08132835249332,28.795312781230773,41.68484456105315,172.57936402693755,40.79228826678708,12.284915790201067,0.0,3.170385874829965,0.009056260090825765,2.1716931821817673,0.017560544035521423,2.1703424513014307,1.344032486825944,2.6208469680521955,3.5129476309840335,5.167121138005945,1.2603023073576722,2.5748647970539524,1.0726197602391268,2.570476827874151,2.62225948149698,5.145160944229886,1.2093140710959718,2.5421683410509455,0.14978451486867556,0.4007435979425852,0.14938585893548492,0.39994736644021117,0.1789404273200296,0.47929170336743016,0.17846339269729475,0.4783389284428672,0.21535352464139346,0.5520175147600732,0.21477321363145838,0.5508584655582804,0.21499223406337564,0.551295930041893,0.21441281691100636,0.5501386661727722,4.645838698865828,11.439714312718444,7.0179339325188,17.295883348322306,5.591940450394496,13.72878818769638,5.59146187297108,13.727854153582255,0.9785241793772042,2.4435655716234304,0.9209991541920932,2.1627332395009686,0.9215172040681151,2.1636307452422594,1.8559385312124868,4.611484737234901,0.07636428518835654,0.18937543169567927,1.0622438702343673,2.506061619140475,1.062811849140413,2.507098374379681,0.07640625865084295,0.1894599981655583,2.710196970391994,6.72198730255805,1.1749409918196865,2.9440519892115598,1.1642363305258292,2.783262320064478,1.1642363305258292,2.783262320064478,1.811423364080252,4.307699706804172,1.811423364080252,4.307699706804172,1.7246776738216052,4.226659814183088,0.7331017704411582,1.8233614259515138,1.7246776738216052,4.226659814183088,0.7331017704411582,1.8233614259515138
10,61.40189158371882,62.267126798515406,61.704409399375216,63.75984382067054,61.7887554115769,65.8249198486381,62.04689773136453,119.75784344487995,63.14838163281203,94.93370143421438,63.36556993792279,70.25425441253819,63.64749227240678,76.01940604659283,17.60365351046203,4.523631230307806,17.557990837282258,8.726409922052547,17.437309138266023,9.372390778113397,17.149623481215873,33.31635875595528,17.17669764548298,3.9139107912058564,43.646415932483904,0.7618094774016151,43.57770808022762,13.12987482484921,43.21877183199857,28.36698718719429,41.62040370534899,170.85348487544655,41.69838460009227,12.192161930449513,0.0,3.2200829014948202,0.005040590799534471,2.165123411443647,0.009806700475689985,2.164003636723557,1.3734602534249156,2.6784181203367408,3.5950120194621,5.286455349871141,1.2879483329674621,2.631511845773394,1.095688598657745,2.6261818935636603,2.6787149495745006,5.256770068550964,1.2350243178376987,2.596774106336139,0.15742121722248137,0.4182574920046421,0.15700106135863748,0.41741830159318616,0.188130119330639,0.5003606512852957,0.187627075190211,0.49935590489821363,0.22449799090936826,0.5729988005710553,0.22389455294408575,0.5717935372456456,0.22414251001550106,0.5722887937028651,0.2235399172384497,0.5710852184705364,4.78721533836933,11.755299274817189,7.22518707410498,17.761525545614138,5.773304556950611,14.128603207300266,5.772839887487218,14.127696387427951,1.0048349517921578,2.5041840806730598,0.9790216041124251,2.2760046411392802,0.9795773641785265,2.276967576731772,1.9061782383664314,4.72660006207994,0.07863341176361273,0.19473706240300184,1.1121224501463027,2.609864328768963,1.1127189475930956,2.6109532186593545,0.07867544611381747,0.19482175135255317,2.7969635528918064,6.915352340904277,1.2106939306760698,3.0251117258099103,1.2022397818577955,2.8645495264356233,1.2022397818577955,2.8645495264356233,1.8818326089894695,4.453359779492879,1.8818326089894695,4.453359779492879,1.7930737309612461,4.371723448307786,0.7644702760778179,1.889823349937724,1.7930737309612461,4.371723448307786,0.7644702760778179,1.889823349937724
