cyclo no.,Relative error,58 R. PCA II Rtotal[mmHg*s/ml],58 R1[mmHg*s/ml],58 R2[mmHg*s/ml],70 L. PCA II Rtotal[mmHg*s/ml],70 R1[mmHg*s/ml],70 R2[mmHg*s/ml],61 R. MCA Rtotal[mmHg*s/ml],61 R1[mmHg*s/ml],61 R2[mmHg*s/ml],67 L. MCA Rtotal[mmHg*s/ml],67 R1[mmHg*s/ml],67 R2[mmHg*s/ml],63 R. ACA II Rtotal[mmHg*s/ml],63 R1[mmHg*s/ml],63 R2[mmHg*s/ml],65 L. ACA II Rtotal[mmHg*s/ml],65 R1[mmHg*s/ml],65 R2[mmHg*s/ml]
24,0.00794545557361986,72.14158007020123,14.428316014040245,57.71326405616098,27.212681264737817,5.442536252947564,21.770145011790255,75.84579367042083,15.169158734084165,60.67663493633666,89.4329276721904,17.88658553443808,71.54634213775232,36.159011007307704,7.231802201461541,28.927208805846163,78.55834400474,15.711668800947999,62.846675203791996
26,0.017966080750236882,71.19319000564948,14.238638001129898,56.95455200451959,26.916500607233417,5.383300121446683,21.533200485786733,74.78380349507708,14.956760699015417,59.82704279606167,87.9868443919306,17.59736887838612,70.38947551354448,35.67336226405117,7.134672452810234,28.538689811240936,77.4459599776286,15.489191995525722,61.95676798210289
28,0.020710862199211845,70.03697632537242,14.007395265074486,56.02958106029794,26.502275612366244,5.300455122473249,21.201820489892995,73.49835253123244,14.69967050624649,58.79868202498596,86.34678932334032,17.269357864668063,69.07743145867225,35.06926915223539,7.013853830447078,28.055415321788313,76.10884318478864,15.221768636957728,60.88707454783091
30,0.018079853661613958,68.99781446716479,13.799562893432958,55.19825157373183,26.101534206774918,5.220306841354984,20.881227365419935,72.34930526211036,14.469861052422072,57.87944420968829,84.94176573973573,16.988353147947144,67.95341259178858,34.52058445305286,6.904116890610573,27.616467562442292,74.9188180930891,14.98376361861782,59.93505447447128
32,0.013148866840680158,68.249058112766,13.6498116225532,54.5992464902128,25.792649168914814,5.158529833782962,20.63411933513185,71.5257988952865,14.3051597790573,57.2206391162292,83.97789706994652,16.795579413989305,67.18231765595722,34.1212211620474,6.824244232409479,27.296976929637918,74.06973582749268,14.813947165498536,59.255788661994146
34,0.008128205937903869,67.83341497186738,13.566682994373476,54.266731977493905,25.60396600119867,5.120793200239734,20.483172800958936,71.07198593489319,14.214397186978639,56.857588747914555,83.48300380916315,16.69660076183263,66.78640304733052,33.89589354837875,6.77917870967575,27.116714838703,73.60508501080534,14.721017002161068,58.88406800864427
36,0.0032844048141861364,67.70903589290828,13.541807178581657,54.167228714326626,25.528281590921736,5.105656318184347,20.42262527273739,70.93946112756349,14.187892225512698,56.75156890205079,83.3785087442263,16.67570174884526,66.70280699538104,33.82422869722867,6.764845739445734,27.059382957782937,73.47305593895813,14.694611187791624,58.7784447511665
38,0.0021629091013864745,67.79307586403525,13.55861517280705,54.2344606912282,25.539065225508615,5.107813045101723,20.431252180406894,71.03590874764906,14.207181749529813,56.82872699811925,83.54081486610693,16.708162973221384,66.83265189288554,33.86373155450269,6.772746310900539,27.090985243602155,73.57695952262964,14.715391904525926,58.861567618103706
40,0.0040097950037144715,67.99401620181828,13.598803240363656,54.395212961454625,25.602942053658264,5.120588410731653,20.48235364292661,71.2600108171256,14.25200216342512,57.00800865370048,83.84229825395765,16.76845965079153,67.07383860316612,33.9666358039794,6.793327160795879,27.173308643183518,73.81156389085257,14.762312778170514,59.04925111268206
42,0.004416771259200356,68.23142056451317,13.646284112902634,54.58513645161054,25.688594816379464,5.137718963275892,20.55087585310357,71.5231384347632,14.30462768695264,57.21851074781056,84.1755792818677,16.83511585637354,67.34046342549416,34.090527277522554,6.8181054555045115,27.272421822018046,74.08515842888866,14.817031685777732,59.268126743110926
44,0.0038247639182344122,68.44655083996739,13.689310167993478,54.75724067197391,25.77175560559935,5.15435112111987,20.61740448447948,71.76076381756651,14.352152763513303,57.40861105405321,84.46533582845811,16.893067165691622,67.57226866276649,34.20408411133586,6.840816822267172,27.363267289068688,74.33120704470608,14.866241408941214,59.464965635764855
46,0.0028205616110182703,68.60565222616373,13.721130445232745,54.88452178093098,25.837177347658077,5.167435469531616,20.669741878126462,71.93590283480306,14.38718056696061,57.54872226784244,84.67088217119966,16.934176434239934,67.73670573695973,34.28897569518693,6.8577951390373855,27.431180556149542,74.51183399567059,14.902366799134116,59.609467196536464
48,0.0017737837283469794,68.6976071378905,13.7395214275781,54.9580857103124,25.8784239559472,5.17568479118944,20.70273916475776,72.03658619189096,14.407317238378193,57.62926895351277,84.78197989811923,16.956395979623846,67.82558391849538,34.33882749176891,6.867765498353782,27.471061993415127,74.61503636502226,14.923007273004451,59.692029092017805
50,0.0007561571073391786,68.72833706590058,13.745667413180115,54.98266965272046,25.896035294728126,5.179207058945625,20.7168282357825,72.0695992038434,14.41391984076868,57.65567936307472,84.81043808034227,16.96208761606845,67.8483504642738,34.35635525809245,6.87127105161849,27.48508420647396,74.64816854559795,14.92963370911959,59.71853483647836
52,0.0003961569812764869,68.7137001381742,13.74274002763484,54.97096011053936,25.895015845616655,5.179003169123331,20.716012676493325,72.05265430792421,14.410530861584844,57.642123446339376,84.78019965792468,16.956039931584936,67.82415972633974,34.3496767864105,6.869935357282099,27.479741429128396,74.62977360049814,14.925954720099627,59.70381888039851
54,0.0008106916316355669,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
56,0.0009155167023068445,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
58,0.0,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
60,0.0,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
62,0.0,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
64,0.0,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
66,0.0,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
68,0.0,68.67290813166512,13.734581626333025,54.9383265053321,25.882262136963664,5.176452427392733,20.705809709570932,72.00706272273884,14.401412544547767,57.60565017819107,84.71834211937272,16.943668423874545,67.77467369549818,34.328817218966876,6.865763443793375,27.4630537751735,74.58201957377162,14.916403914754323,59.66561565901729
