cycle no,1 Ascending aorta [ml/s],2 Aortic arch I [ml/s],3 Brachiocephalic [ml/s],4 R. subclavian I [ml/s],5 R. com. carotid [ml/s],6 R. vertebral [ml/s],7 R. subclavian II [ml/s],8 R. radius [ml/s],9 R. ulnar I [ml/s],10 Aortic arch II [ml/s],11 L. com. carotid [ml/s],12 Thoracic aorta I [ml/s],13 Thoracic aorta II [ml/s],14 Intercoastals [ml/s],15 L. subclavian I [ml/s],16 L. vertebral [ml/s],17 L. subclavian II [ml/s],18 L. ulnar I [ml/s],19 L. radius [ml/s],20 Celiac I [ml/s],21 Celiac II [ml/s],22 Hepatic [ml/s],23 Splenic [ml/s],24 Gastric [ml/s],25 Abdominal aorta I [ml/s],26 Sup. mesenteric [ml/s],27 Abdominal aorta II [ml/s],28 R. renal [ml/s],29 Abdominal aorta III [ml/s],30 L. renal [ml/s],31 Abdominal aorta IV [ml/s],32 Inf. mesenteric [ml/s],33 Abdominal aorta V [ml/s],34 R. com. iliac [ml/s],35 R. ext. iliac [ml/s],36 R. int. iliac [ml/s],37 R. deep femoral [ml/s],38 R. femoral [ml/s],39 R. ext. carotid I [ml/s],40 L. int. carotid I [ml/s],41 R. post. tibial [ml/s],42 R. ant. tibial [ml/s],43 R. interosseous [ml/s],44 R. ulnar II [ml/s],45 L. ulnar II [ml/s],46 L. interosseous [ml/s],47 R. int. carotid I [ml/s],48 L. ext. carotid I [ml/s],49 L. com. iliac [ml/s],50 L. ext. iliac [ml/s],51 L. int. iliac [ml/s],52 L. deep femoral [ml/s],53 L. femoral [ml/s],54 L. post. tibial [ml/s],55 L. ant. tibial [ml/s],56 Basilar [ml/s],57 R. PCA I [ml/s],58 R. PCA II [ml/s],59 R. PCoA [ml/s],60 R. int. carotid II [ml/s],61 R. MCA [ml/s],62 R. ACA I [ml/s],63 R. ACA II [ml/s],64 ACoA [ml/s],65 L. ACA II [ml/s],66 L. ACA I [ml/s],67 L. MCA [ml/s],68 L. int. carotid II [ml/s],69 L. PCoA [ml/s],70 L. PCA II [ml/s],71 L. PCA I [ml/s],72 L. ext. carotid II [ml/s],73 R. ext. carotid II [ml/s],74 L. sup. thy. asc. ph. lyng. fac. occ. [ml/s],75 R. sup. thy. asc. ph. lyng. fac. occ. [ml/s],76 L. superf. temp. [ml/s],77 R. superf. temp. [ml/s],78 L. maxillary [ml/s],79 R. maxillary [ml/s],80 L. superf. temp. fron. bran. [ml/s],81 R. superf. temp. fron. bran. [ml/s],82 L. superf. temp. pari. bran. [ml/s],83 R. superf. temp. pari. bran. [ml/s]
1,77.22778440962993,64.59540474005684,13.151803844518488,5.6829315674311935,7.562527352446693,3.1704650958545053,2.670160865759864,1.1782961827349658,1.569113062245127,62.0717367329899,3.124350554790874,60.02899039586869,53.42802631163762,7.520236386916161,2.7485560548034114,0.2117449691556009,2.6733829299370897,1.5709216715570105,1.1796552323562126,9.215430422111433,6.192755204229437,3.0475433042426006,4.319509948227006,1.890816767914158,44.883786001162775,11.440099756820839,33.7020874887609,8.957186121383993,24.845610702439814,8.956288929171489,16.267939488977166,1.6094400246649911,15.059912502631205,7.626536097058726,5.853863831623865,1.8539187774299033,2.689592377923276,3.2843808059180373,0.8812937245455782,2.3780950965010974,2.429853109407206,0.9632212414532629,0.11632509791398565,1.467221794297608,1.4689100023114878,0.11643492763270058,6.739841211028223,0.8885952348004934,7.626536097058726,5.853863831623865,1.8539187774299033,2.689592377923276,3.2843808059180373,2.429853109407206,0.9632212414532629,3.407348883092497,1.1241087342341958,1.6099681744090044,0.48588521686485153,6.285969049610249,3.4083629540166767,2.8921796765506658,1.5460241857482213,1.3071033878094134,1.5716661350310928,0.23493812905846043,3.0111861658821844,3.245218154279217,-0.8331585875066868,1.4663951238265807,2.297322665915392,0.7343172975362858,0.7305075709857861,0.1634352352236598,0.16259435755536117,0.5482838396041049,0.5455286083508744,0.1945619729573564,0.1935581021202385,0.2771377471195353,0.2757723267488368,0.27616590644054023,0.27480386122426437
2,101.43280153080757,83.41075691933311,18.076728982640972,7.9620536805191895,10.124961341635016,4.2042070639753915,3.7744869723911814,1.657877828797288,2.12476926801598,79.41255298794046,4.061489093889534,75.44790847758941,66.72156252618875,8.8233571651636,4.039051013470973,0.27549379387881984,3.7777030510598344,2.126525337967055,1.6593498430384284,10.833960939910105,7.338120678412894,3.4984555612233343,5.123399180820929,2.21653648227499,55.958529509465365,13.326878468764772,42.65897255187938,10.646896009136196,32.022723239193986,10.645615293262324,21.417151283818697,1.8427938772497334,19.61677979601821,9.818572813096957,7.625711785247513,2.201380860599281,3.342614297084317,4.295320382961066,1.2499189371087145,2.909825703726492,3.05584055722327,1.2494611384409162,0.14354267737630338,1.9827252333552423,1.9843719508641429,0.14365326737002693,8.876254602650308,1.2596559284509263,9.818572813096957,7.625711785247513,2.201380860599281,3.342614297084317,4.295320382961066,3.05584055722327,1.2494611384409162,4.473900572041318,1.385357208033979,2.0456081042773087,0.6607168498610607,8.223087353644551,4.3662392173809,3.872653777234826,2.010722281976153,1.8076437563249579,2.0522259870065698,0.20651893131581864,3.8971365548330374,4.104600565331554,-1.194482145376067,1.9074005234261668,3.1001644074407877,1.0257548910593137,1.0217737667764555,0.2350032273085292,0.2340838899596587,0.7466566423812245,0.743776869800648,0.2800313866039307,0.278932827899896,0.374117500144452,0.372677176507349,0.3731008468515049,0.37166346478985385
3,88.49065208037263,73.77395237962443,14.770055729307016,6.646987062472607,8.132979459805199,3.118040898461315,3.544603215347736,1.5757462319875792,1.9755914299103667,70.38027033996917,3.4553967830043506,66.71739768311967,59.049982698036104,7.761903619686035,3.735409041186628,0.20260758427834466,3.546481316755284,1.9765953335228619,1.5766574099831216,9.536118507200017,6.468089103098652,3.0705785562142336,4.519709462233282,1.9501500720629854,49.582886715565614,11.710669495718605,37.89879712733403,9.396636299639928,28.512517401149335,9.39546700840005,19.156019328959268,1.6174818357471112,17.579884440454602,8.79989057202828,6.8640087650457335,1.9442221830765527,2.994762582169758,3.8811720667279275,1.1943182376365786,2.3376497344257845,2.7505335951035113,1.1399140847089146,0.13021937380384624,1.8464222330901838,1.8473671200063655,0.1302839813811344,6.938899556691763,1.2024367112247687,8.79989057202828,6.8640087650457335,1.9442221830765527,2.994762582169758,3.8811720667279275,2.7505335951035113,1.1399140847089146,3.315866828921067,1.063319422408472,1.4903728648497865,0.4273182008887266,6.515027477718738,3.85167672893985,2.674644695613619,1.464796678561832,1.1744689037689977,1.3487778911503085,0.14985519618278825,3.0387120674563604,3.1895684668231423,-0.856117421970971,1.4058724997396177,2.260868024015684,0.9742639992611761,0.9716749790330421,0.22935815983238186,0.22874001588768073,0.7014936955185838,0.6996304905748966,0.2736112793643708,0.2728717172539032,0.35138883465605053,0.350452757505342,0.35056919272791703,0.3496348528418435
4,79.77402508579519,66.66373516700843,13.284504495682972,5.9787664456274445,7.337373639735899,2.741965736656081,3.288885988832697,1.4756963947323836,1.8351562773813024,63.68845796266332,3.1767134958484666,60.499358243838444,53.67247211009724,7.135033107032612,3.425759018815723,0.18019981681988065,3.2906650608577404,1.836107381562961,1.4765232864123192,8.752706156352389,5.939206241603572,2.8218178282619037,4.153242230455214,1.7917759498734565,45.1446681896077,10.767182650752126,34.46403953654511,8.638631737183447,25.859131914359853,8.637553742105931,17.348399922499848,1.4866107851827033,15.996242504511413,8.030452279488385,6.268798817841903,1.7887798670655781,2.755278294802858,3.5523588289857275,1.1149778871267806,2.1429360126466217,2.5315201752684584,1.0514807580334034,0.12025384760683239,1.7183861134563945,1.7192704475421008,0.12032068296248015,6.237037326456826,1.1227663184564878,8.030452279488385,6.268798817841903,1.7887798670655781,2.755278294802858,3.5523588289857275,2.5315201752684584,1.0514807580334034,2.925910325644756,0.9557275265321395,1.3289129534733244,0.37283041959809504,5.870893890054745,3.5738595769035353,2.3076378884014934,1.295806684722629,0.9831461038930793,1.1647767601519996,0.16191451274934324,2.7217785765098426,2.8842633494357672,-0.7354304826989144,1.24315472368245,1.9775555824819133,0.9093969612891758,0.906973291628052,0.21681056891120756,0.21624146212923034,0.653337404755477,0.6515921794031169,0.25875352564315324,0.25807336349623655,0.32775511384642586,0.3268810570835295,0.32702405571191456,0.32615183166241096
5,74.49630978868657,61.79650677568232,12.720085989097505,5.625938553721623,7.09814085807706,2.619524791386135,3.0123826935597804,1.351097337510543,1.6624468995432122,58.75543057691205,3.064544931734862,55.59944486386139,49.21678408356171,6.4185203384663385,3.183546814684874,0.1741993123632608,3.014197915288978,1.663417934820615,1.3519206857115804,7.893878773040757,5.363320049451026,2.5315112168692884,3.7478995867080207,1.6160568542012557,41.34905157200579,9.677194344261713,31.681899807350035,7.7794573657459924,23.906349766241426,7.778670058663927,16.142381800334856,1.3334909721395685,14.82443229490295,7.415928122393554,5.806435954634339,1.612553265588616,2.5080525846885555,3.3023828945009277,1.0357811871174947,2.091861224739799,2.3292062605872945,0.9751879842988063,0.10739147272646835,1.5549639811706626,1.5558664710131263,0.10745650505171168,6.059491085204557,1.0435208563172507,7.415928122393554,5.806435954634339,1.612553265588616,2.5080525846885555,3.3023828945009277,2.3292062605872945,0.9751879842988063,2.78915637576228,0.9386935478113514,1.2932765886200634,0.3540073572073968,5.703919582155934,3.561548373724402,2.1518683687977007,1.2406365202453387,0.8858650807396625,1.0974330179291658,0.19498174825893438,2.5778724253877643,2.773717086675968,-0.682494063756008,1.173932044421525,1.8557763174585484,0.8418703612652622,0.8395018692848983,0.2024603266439108,0.20190354682440492,0.6003827397629691,0.5986897855367749,0.24176133170612865,0.24109572806084803,0.30054251789456,0.2996979141645657,0.299938013003664,0.2990950434463507
6,70.7600369433801,58.47965517959851,12.349307822813406,5.384307054914002,6.9777088284362385,2.5799740665224697,2.8249523538016246,1.2711543877114275,1.5623514404343442,55.5625815344162,2.996780671258287,52.67633743981445,46.67077987789621,6.127502853366803,2.979892347110448,0.17116565535189115,2.826462867447616,1.5631578917271427,1.2718589680377517,7.539476170261351,5.1123872250496545,2.430383510353834,3.5713902926913224,1.543298939361546,39.22031220030587,9.250421306801668,30.004150187363535,7.407362743137614,22.610136354827777,7.406548761663266,15.253787571399025,1.2809062413025762,14.026107114376678,7.025855076650514,5.500291931819887,1.536310519236567,2.3805077396762244,3.1351551668813737,0.9815947483761709,2.081257902273887,2.217167626288513,0.9300472211592709,0.10241765149333469,1.4612695142060064,1.4620212726152653,0.10247251539746575,5.998737183269624,0.9888944749078441,7.025855076650514,5.500291931819887,1.536310519236567,2.3805077396762244,3.1351551668813737,2.217167626288513,0.9300472211592709,2.749095392944583,0.9263895437534838,1.281528606813995,0.3543476561713403,5.643187759619392,3.530405084573407,2.122259986352558,1.2286899532990512,0.8690845315858436,1.0890720342618003,0.20424035898264223,2.5454258210660408,2.7505208821497975,-0.6684271577673453,1.1597475749272985,1.8275921641960675,0.7975602148478936,0.7954104925982295,0.19303975405799234,0.1925250709438739,0.5680510578377196,0.5665166627654852,0.23056912753373834,0.22995334591957547,0.28458707957044593,0.28381907872118495,0.28402642237170705,0.28325979634368703
7,68.37045518608284,55.78762109637378,12.492714294606179,5.336831631415291,7.140044135928126,2.6613998520180115,2.6484252876755723,1.1894396583677793,1.4461180177264392,52.651095200807966,3.0323552308089314,49.676372151053805,43.889849720394885,5.627091810757269,2.852318949938864,0.17833033913605945,2.6501059872435304,1.4470140037148467,1.1901965887525732,6.943186788058059,4.716708692478975,2.222152029324843,3.2924178097267633,1.4212378292268089,36.83025290080592,8.483599095823738,28.30182256402899,6.81414981455594,21.470198634271036,6.813581121657086,14.590911122316166,1.1707643580173652,13.350432600622211,6.6584219404895615,5.229834447998947,1.4144252697059356,2.2172606233623933,2.991825083661825,0.9326736238604135,2.1530962339397695,2.0896985209420125,0.8843059493057269,0.09308652532838277,1.3506946260655703,1.3515271222106877,0.09314535744479256,6.192075091408608,0.939985911921741,6.6584219404895615,5.229834447998947,1.4144252697059356,2.2172606233623933,2.991825083661825,2.0896985209420125,0.8843059493057269,2.8287686906578635,0.9565788761214234,1.3219355019426389,0.36461403299999584,5.819608845255449,3.6508442850642133,2.1778966982618333,1.2654445338303515,0.8874453326571232,1.1236853766736086,0.2205730739609744,2.610970618038055,2.8326919457014075,-0.6854281800673013,1.1911379131117623,1.8761703952616238,0.7548733802113764,0.7526740697905222,0.18400718896818216,0.18348179954062369,0.5335203770128233,0.5319627080186129,0.21991067038889692,0.21928203658939505,0.2665776205928988,0.26580167719612213,0.26611316378467537,0.2653385157693004
8,66.3200838979067,53.79250531705907,12.490890345144887,5.255371630220767,7.2292578684437245,2.7188045924041755,2.5255830104231984,1.138179107379631,1.382474667562249,50.71432313228262,3.0357864837602557,47.94665756956398,42.40333364081311,5.478466101959656,2.7178581540257785,0.18113103871512268,2.5269521651231024,1.3832016950442874,1.1388209113106746,6.764266171058554,4.5837454408689515,2.178768871903721,3.19836696999126,1.3841549495310097,35.59172782624875,8.272625639844772,27.300883431926096,6.613670633526688,20.68011457359223,6.613050532697118,14.04037490070924,1.1486416358484681,12.863446527590103,6.424923361742895,5.045589700997807,1.37362537971748,2.1439421429217407,2.8934234625087982,0.8998916647429521,2.1961402024402794,2.0271430919304843,0.8595896595909948,0.09060404093762452,1.2910408236688962,1.2917193626222805,0.09065250055286253,6.3202240633603255,0.906670972658073,6.424923361742895,5.045589700997807,1.37362537971748,2.1439421429217407,2.8934234625087982,2.0271430919304843,0.8595896595909948,2.8915232561479827,0.9757714309807336,1.3489896324411932,0.37251091934092095,5.941910373508086,3.7157409229918636,2.2356415627259985,1.2951397187762275,0.914619651310771,1.1547461386741378,0.22372345646688263,2.6684781963780106,2.893315118676003,-0.7018256866072811,1.2189093233602035,1.9202602842488576,0.7278384333324684,0.7258530484861773,0.17862172101358034,0.17813615030815538,0.5137149300383155,0.5123118515302004,0.21354349956667606,0.21296189121570713,0.25691475409338704,0.25621290864492496,0.25647868630460924,0.25577787221311216
9,64.92784200364157,52.181552582943326,12.577737606376575,5.236582145045375,7.311233319356528,2.7636996915867944,2.4224327655276165,1.0894143991748915,1.3104691844906202,48.93118971989465,3.0555055924916235,46.04908803041049,40.61912349819212,5.131797830880458,2.653151588002949,0.1850364375024403,2.4238798876559775,1.3112367220480998,1.0900728672865794,6.350400258149085,4.3124216432315245,2.029913424286504,3.0072669596314636,1.2994926985473052,34.05104651086326,7.737442192495818,26.229803304979182,6.208381796444968,19.98876397100501,6.207946601825467,13.658008779702685,1.0696177779401546,12.458149004661218,6.197733189333118,4.881283502938827,1.2901023992387217,2.036134821610314,2.8069837804692606,0.8724449891012841,2.233665285230811,1.9445011339545388,0.8309427828397061,0.08433857522081775,1.2222995037695756,1.223013883082302,0.08438815001196658,6.414884734904629,0.8790263034392239,6.197733189333118,4.881283502938827,1.2901023992387217,2.036134821610314,2.8069837804692606,1.9445011339545388,0.8309427828397061,2.932969721533153,0.993521213359389,1.3652410501513683,0.3712811911632015,6.0335491495534495,3.782533748606634,2.2600975313685914,1.3114945818547308,0.922082244932779,1.1653238522888552,0.2264424745572504,2.7054360163865896,2.9331841614561958,-0.7099813814677802,1.2342127343291116,1.9437838351529169,0.7028980530743406,0.7009668265135539,0.17351956236852564,0.17304705747802132,0.4926936471366643,0.4913379918652101,0.20755215674853525,0.2069861277890853,0.24579556191281648,0.24511988532405302,0.2454267274219469,0.24475197081694736
10,63.51391906517007,50.72104729442619,12.685411091055634,5.216770335776116,7.449686248992993,2.842000464300674,2.3426278948541754,1.058138429829874,1.270520672298446,47.52033592284224,3.0764838140307393,44.81304600537842,39.578490294609985,5.044497582083063,2.561334795341774,0.18928688603928595,2.3438438452992654,1.2711625248989218,1.0587107296200833,6.244796878787255,4.231267471387524,2.008402268597353,2.950101745468349,1.277582398453183,33.19496161437624,7.617041089204333,25.524529332643187,6.086291172311062,19.41743508734541,6.08581120075959,13.253394125812443,1.0589111561425169,12.111553513811185,6.035840091831582,4.753631620344551,1.265490534292714,1.989572620148535,2.740038639285975,0.8523506350042879,2.284078071505306,1.9051511437018838,0.8155990418053111,0.08301360133240092,1.1852233041957507,1.1858225451986577,0.0830559510545515,6.580713221575644,0.8584106656770478,6.035840091831582,4.753631620344551,1.265490534292714,1.989572620148535,2.740038639285975,1.9051511437018838,0.8155990418053111,3.018680319222774,1.024098357052902,1.4009606327667392,0.37660086023954076,6.197755616315255,3.876716755232546,2.330626137353256,1.3482278701344783,0.9545567175564085,1.1995404351807581,0.22683643678761342,2.77966194849872,3.0076753646372514,-0.7318227825256627,1.2688804751493263,2.0001036674986943,0.6862028455883489,0.6844203832928589,0.17057468923814725,0.1701310399680707,0.48042381900483216,0.47917482624959623,0.20410026308199508,0.20356840799768733,0.239929409662303,0.23930497660454703,0.23958053670245244,0.2389568661983159
